id,incident_date,day_of_week,city,state,description,plan,citation
201,2009-09-25,friday   ,bosque farms,new mexico,The worker was found by another transport driver unconscious. Attempts to revive were unsuccessful.,unknown,unknown
202,2009-09-25,friday   ,high point,north carolina,The worker was clearing a traffic control work zone when he was struck by a vehicle in the closed lane.,unknown,unknown
203,2009-09-25,friday   ,la rue,ohio,Worker was cleaning poultry coops/bins and fell 18-20 feet off an extension ladder.,unknown,unknown
204,2009-09-20,sunday   ,rathdrum,idaho,"Decedent was working inside a mobile home, mixing propane and butane to make a substitute refrigerant. A fire occurred. The cause of death was determined to be carbon monoxide asphyxiation.",unknown,unknown
205,2009-09-21,monday   ,st. maries,idaho,Decedent was driving a log truck uphill to pick up a load of logs. The truck left the road and went 200 feet down a hill. Decedent was thrown for the truck.,unknown,unknown
206,2009-09-23,wednesday,sparta,georgia,"Employees were installing roof trusses 20 feet from ground level, when 50 trusses fell in a domino effect crushing the employees. One employee fatality and to employees were hospitalized.",unknown,unknown
207,2009-09-24,thursday ,amarillo,texas,"Decedent was observed standing behind the parts counter, conscious but bleeding from the head.",unknown,unknown
208,2009-09-25,friday   ,hoboken,new jersey,"Decedent fell 4-ft, 8-inches off a platform, striking his head.",unknown,unknown
209,2009-09-25,friday   ,deland,florida,"Decedent was cleaning the grout on the walls with a pressure washer, containing water, and was overexposed to carbon monoxide.",unknown,unknown
210,2009-09-25,friday   ,scranton,arkansas,"Decedent was dumping a load of offal from a tractor trailer. He was in the process of dumping offal into a bin when the tailgate malfunctioned. Decedent was freeing the tailgate, it released, and the load swept the decedent into the offal bin. Decedent drowned in the bin.",unknown,unknown
211,2009-09-26,saturday ,grand praire,texas,"Decedent was using a scaffold above 10 to 15 feet while painting. Instead of extending the scaffold, he used a step ladder on the scaffold, and feel off the scaffold.",unknown,unknown
212,2009-09-26,saturday ,louisville,kentucky,The decedent returned from his break to his work area and was sitting when he fell over. He was transported to a local hospital where he was pronounced dead. It was determined the decedent died from natural causes.,unknown,unknown
213,2009-09-27,sunday   ,laughlin,nevada,The decedent was not feeling well and left work early. While he was sitting waiting for the bus he collapsed and was non-responsive from an apparent heart attack. He was transported to the hospital where he was pronounced dead.,unknown,unknown
214,2009-09-28,monday   ,davenport,iowa,The decedent was removing a part from an elevated truck. The truck fell crushing the decedent.,unknown,unknown
215,2009-09-28,monday   ,evansville,indiana,"Decedent was assisting in unloading material when he fell from the back of the truck, striking his head.",unknown,unknown
216,2009-09-28,monday   ,melvin,texas,Employees were installing a tilt-wall into a trench. Decedent was inside the trench when the earth collapsed.,unknown,unknown
217,2009-09-28,monday   ,eagle mountain,utah,Decedent was operating a roller compactor on a grade. The compactor tipped over and fell on the decedent resulting in the decedent's death.,unknown,unknown
218,2009-09-28,monday   ,mansfield,louisiana,Decedent was walking across a tank and fell through a hatch into a tank of boiling water. He either drowned or died of thermal burns.,unknown,unknown
219,2009-09-29,tuesday  ,las vegas,nevada,Decedent collapsed in the Macy's West store. CPR was performed. The decedent passed away at the hospital.,unknown,unknown
220,2009-09-30,wednesday,jasper,indiana,Decedent was unloading logs from truck in sawmill yard. While releasing straps one of the logs rolled onto the employee.,unknown,unknown
221,2009-09-30,wednesday,milburn,new jersey,Decedent was trimming a tree and fell 60 feet to the ground.,unknown,unknown
222,2009-09-30,wednesday,bellfonte,pennsylvania,Decedent was inside a silo loading the feeder from a ladder. He became wedged within the ladder cage in a fetal position and suffocated.,unknown,unknown
223,2009-09-19,saturday ,las vegas,nevada,"The worker was assigned to perform irrigation maintenance work in an apartment complex. The worker was asked by a couple moving for help moving furniture. While moving a piece of furniture, the worker got on the truck, fell to the ground and hit his head. The worker was taken to the hospital where he died 14 days later.",unknown,unknown
224,2009-09-25,friday   ,mauldin,south carolina,"The worker was operating a pallet jack, when entering an intersection drove into the stairwell.",unknown,unknown
225,2009-09-30,wednesday,las vegas,nevada,The worker was found behind the sales counter unconscious and unresponsive. The worker was pronounced dead at the scene by the coroner's office at 4:30pm.,unknown,unknown
226,2009-10-01,thursday ,san juan,puerto rico,Worker was run over by an intermodal container.,unknown,unknown
227,2009-10-01,thursday ,mckees rocks,pennsylvania,Worker was sandblasting under a bridge and fell 124-feet from a two-point suspension scaffold.,unknown,unknown
228,2009-10-01,thursday ,w. monroe,louisiana,Worker was inside the engine compartment of a backhoe changing the filters and was struck by the counter weight of another backhoe.,unknown,unknown
229,2009-10-01,thursday ,mountain home,texas,Worker was loading a wild barrsinghuas into a holding pen. The animal gored the decedent in the leg and back.,unknown,unknown
230,2009-10-02,friday   ,deerfield,illinois,Worker was putting in metal studs and was found on the scissor lift.,unknown,unknown
231,2009-10-02,friday   ,lady lake,florida,Worker was found unresponsive in the employee restroom.,unknown,unknown
232,2009-10-03,saturday ,albuquerque,new mexico,The worker was in route to the Bernalillo County Detention Center to dispense medication to inmates and was struck by another car on the I-40 Frontage Road.,unknown,unknown
233,2009-10-03,saturday ,jackson,mississippi,"Worker was assigned to check out a semi-trailer's front right air bag. While positioned between the two trailer axles, he was struck on the head by the left front air bag's base cup.",unknown,unknown
234,2009-10-04,sunday   ,salem,west virginia,Worker was performing work on a gas drilling rig and was struck in the chest by a drill pipe.,unknown,unknown
235,2009-10-05,monday   ,san antonio,texas,Worker was carrying tools to the other side of a metal corrugated roof and fell 25-feet through one of the skylights.,unknown,unknown
236,2009-10-05,monday   ,houma,louisiana,"Worker was performing welding duties aboard a marine vessel. An electrode from his welding equipment contacted the sweat on his neck, causing an electric shock.",unknown,unknown
237,2009-10-05,monday   ,tallahassee,florida,Worker was electrocuted.,unknown,unknown
238,2009-10-06,tuesday  ,mesa,arizona,"The worker was crushed under a 12-foot long, 3-inch diameter carpet roll.",unknown,unknown
239,2009-10-06,tuesday  ,archer,florida,"Worker was trimming trees and was electrocuted, after the aerial lift contacted an overhead powerline, causing the bucket truck to become energized.",unknown,unknown
240,2009-10-06,tuesday  ,ulysses,kansas,Worker was operating a line 2 extrusion machine and was struck by a plug at the end of the line.,unknown,unknown
241,2009-10-07,wednesday,springfield,missouri,Worker was cleaning the hardened plastic from the mold. He was standing in between the mold plates when the machine started and was crushed between the mold plates.,unknown,unknown
242,2009-10-07,wednesday,parma,ohio,"Worker was cleaning a pizza oven and was found later, unresponsive in the break room.",unknown,unknown
243,2009-10-07,wednesday,north charleston,south carolina,Worker was locking down a shipping container to the bed of his truck and was struck by the rubber tire crane.,unknown,unknown
244,2009-10-07,wednesday,las vegas,nevada,"The worker was traveling in a patrol vehicle when the patrol vehicle left the road, struck a stationary object and rolled over. The worker was taken to the hospital where he later died.",unknown,unknown
245,2009-10-07,wednesday,wilmington,north carolina,"The worker used a set of 2-ton underslung hoists to raise a boat on a trailer. The boat fell, crushing the worker between the boat and the left rear of the trailer.",unknown,unknown
246,2009-10-07,wednesday,norfolk,nebraska,Worker was washing flights on an auger of a concrete machine and was pulled into the flights of the auger.,unknown,unknown
247,2009-10-08,thursday ,taylor,texas,"Worker was under a home doing plumbing work in a tunnel, dug under the concrete foundation using an electrical shovel type drill, and was electrocuted.",unknown,unknown
248,2009-10-09,friday   ,steamboat springs,colorado,Worker was struck by a pipe cap in the back.,unknown,unknown
249,2009-10-09,friday   ,sour lake,texas,"Employees were splicing a de-energized downed oil field line. The oil field line got into a 7300-volt line, electrocuting one worker.",unknown,unknown
250,2009-09-14,monday   ,las vegas,nevada,"The worker complained of a headache and was transported to the hospital. The worker passed away from natural causes on September 24, 2009.",unknown,unknown
251,2009-09-16,wednesday,albuquerque,new mexico,"The worker was installing metal coping at the roof edge when he lost his balance and fell tot he ground. The worker was hospitalized and died on October 9, 2009.",unknown,unknown
252,2009-10-12,monday   ,springtown,texas,Worker was changing a fluorescent overhead light and was electrocuted.,unknown,unknown
253,2009-10-12,monday   ,san juan,puerto rico,Worker fell 70-feet into a gap that was on the formwork while removing the excess plaster.,unknown,unknown
254,2009-10-12,monday   ,philadelphia,pennsylvania,"Worker was in the cage of an aerial lift with the boom extended 95-feet when the lift tipped over, falling to the ground.",unknown,unknown
255,2009-10-12,monday   ,ossian,iowa,The worker was replacing a pivot pin on the equalizer bar under a bulldozer. The bulldozer was supported with jack stands. The worker was under the bulldozer when it fell off the jack stands and crushed him.,unknown,unknown
256,2009-10-13,tuesday  ,paisley,florida,Worker was carrying tiles on residential roof. He backed up into an overhead power line and was electrocuted.,unknown,unknown
257,2009-10-14,wednesday,bossier city,louisiana,Worker was investigating a water leak in a public stairwell between the 1st and 2nd decks. He opened a secured door leading to the exterior of the boat and fell through.,unknown,unknown
